,model,explore,view,view_file_missing,is_orphan
322,Risk_Ops,afterpay_suspicions_cases,afterpay_suspicions_cases,False,False
323,Risk_Ops,fake_accounts_email_domains,fake_accounts_email_domains,False,False
324,Risk_Ops,fake_account_email_domain_token_aggregate,fake_account_email_domain_token_aggregate,False,False
325,Risk_Ops,fake_account_email_domain_token_aggregate_da,fake_account_email_domain_token_aggregate_da,False,False
326,Risk_Ops,fake_account_email_domain_token_weekly_aggregate,fake_account_email_domain_token_weekly_aggregate,False,False
327,Risk_Ops,activation_scores_per_merchant,activation_scores_per_merchant,False,False
328,Risk_Ops,banking_rules_performance,banking_rules_performance,False,False
329,Risk_Ops,banking_rules_performance_aggregate,banking_rules_performance_aggregate,False,False
330,Risk_Ops,savings_onboarding_model_scores,savings_onboarding_model_scores,False,False
331,Risk_Ops,savings_onboarding_auto_da_freeze,savings_onboarding_auto_da_freeze,False,False
332,Risk_Ops,activation_model_scores_savings_onboardings,activation_model_scores_savings_onboardings,False,False
333,Risk_Ops,savings_onboardings_email_domains_aggregate,savings_onboardings_email_domains_aggregate,False,False
334,Risk_Ops,savings_onboardings_email_domains,savings_onboardings_email_domains,False,False
335,Risk_Ops,distinct_statement_descriptions_past30days_loading_first_name_wildcard_agg,distinct_statement_descriptions_past30days_loading_first_name_wildcard_agg,False,False
336,Risk_Ops,distinct_statement_descriptions_past30days_loading_first_name_exact_agg,distinct_statement_descriptions_past30days_loading_first_name_exact_agg,False,False
337,Risk_Ops,distinct_statement_descriptions_past30days_loading_flagging_wildcard_agg,distinct_statement_descriptions_past30days_loading_flagging_wildcard_agg,False,False
338,Risk_Ops,distinct_statement_descriptions_past30days_loading_flagging_exact_agg,distinct_statement_descriptions_past30days_loading_flagging_exact_agg,False,False
339,Risk_Ops,gmgb_model_scores,gmgb_model_scores,False,False
340,Risk_Ops,ach_rules_performance,ach_rules_performance,False,False
341,Risk_Ops,ach_completed_payments,ach_completed_payments,False,False
342,Risk_Ops,ach_payments_top_email_domains_aggregate,ach_payments_top_email_domains_aggregate,False,False
343,Risk_Ops,sq_card_external_merchant_disputes,sq_card_external_merchant_disputes,False,False
344,Risk_Ops,Fraud_OKR_Banking_Autofreeze_Rates_h1_2022,Fraud_OKR_Banking_Autofreeze_Rates_h1_2022,True,False
345,Risk_Ops,fraud_okr_banking_churn_fp_h1_2022,fraud_okr_banking_churn_fp_h1_2022,False,False
346,Risk_Ops,fraud_okr_add_funds_losses_h1_2022,fraud_okr_add_funds_losses_h1_2022,False,False
347,Risk_Ops,fraud_okr_bb_loss_h1_2022,fraud_okr_bb_loss_h1_2022,False,False
348,Risk_Ops,fraud_okr_odfi_deposits_losses_h1_2022,fraud_okr_odfi_deposits_losses_h1_2022,False,False
349,Risk_Ops,fraud_okr_check_deposits_losses_h1_2022,fraud_okr_check_deposits_losses_h1_2022,False,False
350,Risk_Ops,Fraud_OKR_overall_freeze_rates_h1_2022,Fraud_OKR_overall_freeze_rates_h1_2022,True,False
351,Risk_Ops,fraud_okr_sq_card_disp_loss_h1_2022,fraud_okr_sq_card_disp_loss_h1_2022,False,False
352,Risk_Ops,fraud_okr_autofreeze_banking_times_h1_2022,fraud_okr_autofreeze_banking_times_h1_2022,False,False
353,Risk_Ops,afterpay_rule_caseload,afterpay_rule_caseload,False,False
354,Risk_Ops,auto_da_rules_fa_vt_api_spike,auto_da_rules_fa_vt_api_spike,False,False
355,Risk_Ops,new_accounts_bad_percentage,new_accounts_bad_percentage,False,False
356,Risk_Ops,new_account_payments_risky_breakdown,new_account_payments_risky_breakdown,False,False
357,Risk_Ops,new_account_high_risk_payments_account_status_breakdown,new_account_high_risk_payments_account_status_breakdown,False,False
358,Risk_Ops,ato_paid_out_okr,ato_paid_out_okr,False,False
359,Risk_Ops,ato_debits,ato_debits,False,False
360,Risk_Ops,ato_paid_out_okr_no_cbs,ato_paid_out_okr_no_cbs,False,False
361,Risk_Ops,ato_false_pos_okr,ato_false_pos_okr,False,False
362,Risk_Ops,ato_resolution_hrs_okr,ato_resolution_hrs_okr,False,False
